anchor,positive,negative
embeddings_train_data\topwear\anchor\00874e5927269f61fc515a50427ab320.jpg,embeddings_train_data\topwear\positive\5e346e41a27a5052c123a1ee133a8114.jpg,embeddings_train_data\topwear\positive\a1600afce59973cd9e39ee10a6bb244b.jpg
embeddings_train_data\topwear\anchor\04d14683c6263492520644c70a083cc4.jpg,embeddings_train_data\topwear\positive\a96dd12d599d1713c105ebbc9c19df56.jpg,embeddings_train_data\topwear\positive\7203538f415627d5ac9311815637c6cd.jpg
embeddings_train_data\topwear\anchor\110566169638ee4e81af002f3727dcd5.jpg,embeddings_train_data\topwear\positive\5c34e0015157c07e6917a9586c729f04.jpg,embeddings_train_data\topwear\positive\2de5747027701865b84eabb1c80a7253.jpg
embeddings_train_data\topwear\anchor\110566169638ee4e81af002f3727dcd5.jpg,embeddings_train_data\topwear\positive\5eedb385e49c40e75ca46444e6ea257a.jpg,embeddings_train_data\topwear\positive\eb44efe86fa90f63763b8ac730fb2bd9.jpg
embeddings_train_data\topwear\anchor\110566169638ee4e81af002f3727dcd5.jpg,embeddings_train_data\topwear\positive\ac505f780e718bfef9b0e88441d522d8.jpg,embeddings_train_data\topwear\positive\8b3c6c73ad458f2ef352066d10f94905.jpg
embeddings_train_data\topwear\anchor\110566169638ee4e81af002f3727dcd5.jpg,embeddings_train_data\topwear\positive\1ea4fd200bf5993e43dd83842261cc5a.jpg,embeddings_train_data\topwear\positive\d63369786a958cbe6a72eab690d4e2ae.jpg
embeddings_train_data\topwear\anchor\110566169638ee4e81af002f3727dcd5.jpg,embeddings_train_data\topwear\positive\a167620c77575318ae38ab021ee83370.jpg,embeddings_train_data\topwear\positive\a6e4351e7786c0ef237dbc25d05ff96f.jpg
embeddings_train_data\topwear\anchor\110566169638ee4e81af002f3727dcd5.jpg,embeddings_train_data\topwear\positive\5873dd3ea5da0a4627ffca999dea2e52.jpg,embeddings_train_data\topwear\positive\c569f9f2cb07262815727d93cabb2ead.jpg
embeddings_train_data\topwear\anchor\110566169638ee4e81af002f3727dcd5.jpg,embeddings_train_data\topwear\positive\e3189352feac272d652e8ef7ac295b6c.jpg,embeddings_train_data\topwear\positive\c75cfeb46e538b03b3a009d5b79919cd.jpg
embeddings_train_data\topwear\anchor\110566169638ee4e81af002f3727dcd5.jpg,embeddings_train_data\topwear\positive\5be2d33d6437e1a931d3bf1bc7ccfa6c.jpg,embeddings_train_data\topwear\positive\62479fd57ac9059ea0b8cfb058c70372.jpg
embeddings_train_data\topwear\anchor\110566169638ee4e81af002f3727dcd5.jpg,embeddings_train_data\topwear\positive\0516ddce40cedd57ec9093bcf7155676.jpg,embeddings_train_data\topwear\positive\e10a4591b6de2f9234a520794bcaa13e.jpg
embeddings_train_data\topwear\anchor\110566169638ee4e81af002f3727dcd5.jpg,embeddings_train_data\topwear\positive\c8c77e83a329751e931f14673acb66db.jpg,embeddings_train_data\topwear\positive\ae8172164e817e823b41a9b09743680b.jpg
embeddings_train_data\topwear\anchor\15820765aac3db115975869a9b956124.jpg,embeddings_train_data\topwear\positive\9d51062f76a55022dc97e84151bc9005.jpg,embeddings_train_data\topwear\positive\eaf45440adb73232bc82bcc0a815bc6c.jpg
embeddings_train_data\topwear\anchor\15ca7d34e76592c83869a42631bbc3cc.jpg,embeddings_train_data\topwear\positive\5c0c627b7c466d4b049cb09f14da3942.jpg,embeddings_train_data\topwear\positive\4402bcd0ddc9a3ca06cfb49ed9c6b10e.jpg
embeddings_train_data\topwear\anchor\184cc6f7ada324b64627548269a69cd5.jpg,embeddings_train_data\topwear\positive\a122dfb84f4767876b08539802c7975a.jpg,embeddings_train_data\topwear\positive\7fe530828d9bd39ebddfe3a18db34668.jpg
embeddings_train_data\topwear\anchor\22a8ec988e8f34f6e563b4ff020c511a.jpg,embeddings_train_data\topwear\positive\b27ec8ea84341f2984f4f8ba310f7eaf.jpg,embeddings_train_data\topwear\positive\197362f515964328d73b8faa14e2002a.jpg
embeddings_train_data\topwear\anchor\22a8ec988e8f34f6e563b4ff020c511a.jpg,embeddings_train_data\topwear\positive\b740f8ee991e8919bf417cbcfb1ae425.jpg,embeddings_train_data\topwear\positive\c688a83b014769f600ac8ebd28229ef1.jpg
embeddings_train_data\topwear\anchor\23dc6f35d08c5af866502f16d780994b.jpg,embeddings_train_data\topwear\positive\381f488df8e1c413a7373eec3b02463e.jpg,embeddings_train_data\topwear\positive\da0f917169e660a0959148cfd63dcadc.jpg
embeddings_train_data\topwear\anchor\304c3f12c58f5e7ddd70e6056a35cb8d.jpg,embeddings_train_data\topwear\positive\22a49ccb8ce39f083cec2e434f801943.jpg,embeddings_train_data\topwear\positive\fd837647bb5cf111a38e591f62970cbb.jpg
embeddings_train_data\topwear\anchor\37dfc6f4ba9a95078044832450e0aa15.jpg,embeddings_train_data\topwear\positive\235fdcc811eff4fb3bf98043bc848ff1.jpg,embeddings_train_data\topwear\positive\fb900f39c30e02b2468bb8e2bf14c178.jpg
embeddings_train_data\topwear\anchor\37dfc6f4ba9a95078044832450e0aa15.jpg,embeddings_train_data\topwear\positive\2c8e3fedea03b68d17cb9e0aa8a5984e.jpg,embeddings_train_data\topwear\positive\1634c300da65aed6da61ea5dcd70780a.jpg
embeddings_train_data\topwear\anchor\3ad4b43af86e0466e2b2ca0e91aa60ba.jpg,embeddings_train_data\topwear\positive\c618ba44c9bbc96b2bed3251a4edf51c.jpg,embeddings_train_data\topwear\positive\982f0bc14630d3b769896b3f13b2ef4c.jpg
embeddings_train_data\topwear\anchor\3b835da09ba37a03e7ee9e493a3df712.jpg,embeddings_train_data\topwear\positive\2fabe6a2109bdb62b58909d9699f19be.jpg,embeddings_train_data\topwear\positive\cdc63979e0a5a1cc8a71687a1867107d.jpg
embeddings_train_data\topwear\anchor\435547377d9facc0e981409f5e1b4417.jpg,embeddings_train_data\topwear\positive\97c0d052ffa835b3fad28759f04f306c.jpg,embeddings_train_data\topwear\positive\0703a31171ed60ef6357c508780aacd1.jpg
embeddings_train_data\topwear\anchor\44f45ea08bdc53575a89e77e8e016588.jpg,embeddings_train_data\topwear\positive\04b27aeb4b4ea844637c6ad17d4bef8e.jpg,embeddings_train_data\topwear\positive\3bb39713b76238a0def16be137852f5f.jpg
embeddings_train_data\topwear\anchor\46c337709506dca773194d56ea15a817.jpg,embeddings_train_data\topwear\positive\de4c4b92066ffe3bfb0fcd21880fa8dc.jpg,embeddings_train_data\topwear\positive\272242541bcd8f6412beed6a21402f1a.jpg
embeddings_train_data\topwear\anchor\48c4bc7ce634e3955dbb82eb9e9c3070.jpg,embeddings_train_data\topwear\positive\d9f56d6472974ff7f455e24a475f7d28.jpg,embeddings_train_data\topwear\positive\9a77e8733b2ad79ca3f05add66f0ec14.jpg
embeddings_train_data\topwear\anchor\499072d9ad9653b17f56b45f6078d834.jpg,embeddings_train_data\topwear\positive\0450dea0912365d354a5999f756ebe38.jpg,embeddings_train_data\topwear\positive\ee3b01ec21d0254e65bfe781022fdc67.jpg
embeddings_train_data\topwear\anchor\4a66b8618714f58c3a569b9549587b7f.jpg,embeddings_train_data\topwear\positive\c0822b5a9c2830d28bd69f6979eb1f06.jpg,embeddings_train_data\topwear\positive\70853706cbb4558ab64b977f6cd01bd0.jpg
embeddings_train_data\topwear\anchor\4a66b8618714f58c3a569b9549587b7f.jpg,embeddings_train_data\topwear\positive\4719d4ca865f0a82a8f0f86f611d1fe8.jpg,embeddings_train_data\topwear\positive\b8fe9d1ea3bb2c2931b1308662e67cd7.jpg
embeddings_train_data\topwear\anchor\4da0d698d6bed041072114fcce2b1ace.jpg,embeddings_train_data\topwear\positive\d6562c57f8446889aec9f45d1bd3729a.jpg,embeddings_train_data\topwear\positive\038e4c48efa5f123f6bd4d27be5fc4b1.jpg
embeddings_train_data\topwear\anchor\4da0d698d6bed041072114fcce2b1ace.jpg,embeddings_train_data\topwear\positive\03e46f9a2e6d0dcd20b5713d1cef47b8.jpg,embeddings_train_data\topwear\positive\377a1fc16a69f5f2ca7cdb0b8b1e1cce.jpg
embeddings_train_data\topwear\anchor\4eea319a386787ad91000ef076c9e5f3.jpg,embeddings_train_data\topwear\positive\8ec6f26f43e8500d45bb3cc9860359ec.jpg,embeddings_train_data\topwear\positive\908c76a24b8561da2db9e5e100768ed8.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\3541092205f53d6e689db61e8ae03f58.jpg,embeddings_train_data\topwear\positive\01668599f9699444d4ab9b3bda3ed0c1.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\6c50f76df55540b2ef30b782bf6b0073.jpg,embeddings_train_data\topwear\positive\b47e0491415e2104441668fca4d1e6e8.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\cd1f0757df86c62e83867fe1b8386f6e.jpg,embeddings_train_data\topwear\positive\7a7fe68f521a50502fcf99cc79cfeaf2.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\601b674c6f9e1062d2f6010c88339ff7.jpg,embeddings_train_data\topwear\positive\2f99cbae8bac1bba4bb3dd5b70d550fe.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\3320ae4d75b508f932fec4bb97b99c1e.jpg,embeddings_train_data\topwear\positive\b3c719dca3c40f355a0e04483ca8d733.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\3394439176ade2d277e586a25650a5a6.jpg,embeddings_train_data\topwear\positive\c6c6e60bf1e5324d51ca5a9db1440c9a.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\e5772f8dd363a41bcf8bd6a31bbd1ce9.jpg,embeddings_train_data\topwear\positive\7a7fe68f521a50502fcf99cc79cfeaf2.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\a16521a38782ac30c2a7eb4e9996e43c.jpg,embeddings_train_data\topwear\positive\a8ccd746070d80f659ab99c39601fba4.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\99450fd1535c99f78e0d9d90cbc89e22.jpg,embeddings_train_data\topwear\positive\ff8ed8488ca5dae69f390dfb8c5126f9.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\702ec70531950866623bbf180e36398f.jpg,embeddings_train_data\topwear\positive\f7eefcce060cdb45b55e8538d92be060.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\c8b1e36e8a29a5d3b009d18930241bc0.jpg,embeddings_train_data\topwear\positive\9682ff844420e8763560f07e731b1ba5.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\dcfeea5be399c12cbb6acc047009a85e.jpg,embeddings_train_data\topwear\positive\a389e17bc6b089938d83c1723531f7fa.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\718f832aac36cabf2b384681fcf211f7.jpg,embeddings_train_data\topwear\positive\f4ae1d8df18cb4d7c5c1179e85105b92.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\3ef3e21202aee0894fa725dd1efa09b2.jpg,embeddings_train_data\topwear\positive\822cd8deb9f34ac0e6a66ef28d8d7f20.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\ed7f43470a53542a7fa17da0046858e2.jpg,embeddings_train_data\topwear\positive\e2a36307fbce98018cfa8736e3506e61.jpg
embeddings_train_data\topwear\anchor\4f40a79cb815b8205926247fe625eb13.jpg,embeddings_train_data\topwear\positive\899c8415e7e05dd644c4837cb94559d8.jpg,embeddings_train_data\topwear\positive\65a65e9582886b993f1b4a0da47d7dca.jpg
embeddings_train_data\topwear\anchor\532bf149f6ccadec22c304837e7cf95f.jpg,embeddings_train_data\topwear\positive\b10eba81379cabdeab7a7e1d53d95a6f.jpg,embeddings_train_data\topwear\positive\23a1aeadc86dc5fe2ec382da1da56dde.jpg
embeddings_train_data\topwear\anchor\54ce01a2ab0ec9aef0694d79c5b0a2cd.jpg,embeddings_train_data\topwear\positive\2890916c20c8e37a62e2890a9f187f98.jpg,embeddings_train_data\topwear\positive\4279914add9f29c4dfd7126c34dc18fd.jpg
embeddings_train_data\topwear\anchor\54ce01a2ab0ec9aef0694d79c5b0a2cd.jpg,embeddings_train_data\topwear\positive\fc3055734dded227619af85c5e3aae31.jpg,embeddings_train_data\topwear\positive\1c795d06378f9ecd538280e9cc013da9.jpg
embeddings_train_data\topwear\anchor\57c7905106e7c42e0c11e1be5880dcb5.jpg,embeddings_train_data\topwear\positive\1ec8f44f2f1080c70698a33ff4c7b93a.jpg,embeddings_train_data\topwear\positive\644ad3d5a933f00717a0368cf2825a01.jpg
embeddings_train_data\topwear\anchor\5d3d82c066f6af662e43d2d5cc9fff93.jpg,embeddings_train_data\topwear\positive\7afdfb4c90edd351186b52e64f34d16d.jpg,embeddings_train_data\topwear\positive\7126c4821e7983bae46e80131690af33.jpg
embeddings_train_data\topwear\anchor\5dd351b2153d0050fa8c14b3397eac68.jpg,embeddings_train_data\topwear\positive\88cacdff91494e4a27e9c7008b0a6df5.jpg,embeddings_train_data\topwear\positive\a120783faad48400b292775ef5103a64.jpg
embeddings_train_data\topwear\anchor\5f2cb8bd9cddce3d4af916d433785840.jpg,embeddings_train_data\topwear\positive\c4f6df271ad0b8fa888a253de98362f4.jpg,embeddings_train_data\topwear\positive\d578f651e9c41f2d78708cd025ff81d2.jpg
embeddings_train_data\topwear\anchor\5f2cb8bd9cddce3d4af916d433785840.jpg,embeddings_train_data\topwear\positive\593af1519076349e657c8e69a3a93028.jpg,embeddings_train_data\topwear\positive\ef59a446b01c21995efa6a08a031b706.jpg
embeddings_train_data\topwear\anchor\5fe6c5a73056465473746b777d806829.jpg,embeddings_train_data\topwear\positive\42e47801ab1baf73a8eab1dd1eaa43b0.jpg,embeddings_train_data\topwear\positive\9cbdc59c111423ad671fe9186b79acd7.jpg
embeddings_train_data\topwear\anchor\6588f1ce0fd132b8a116b191ce92cb17.jpg,embeddings_train_data\topwear\positive\0080d412a8fcd09e5c3222a9e6e83cf9.jpg,embeddings_train_data\topwear\positive\65944a51570930e9dc844f8dace6eb71.jpg
embeddings_train_data\topwear\anchor\67a4bf2dc2bc52a50d04c5ea7e0f5198.jpg,embeddings_train_data\topwear\positive\a95f6e0c64c99f1ff2c6a9ffce29fe19.jpg,embeddings_train_data\topwear\positive\d2a6f219fdeec8f26b01dca3ee3edd1c.jpg
embeddings_train_data\topwear\anchor\67a4bf2dc2bc52a50d04c5ea7e0f5198.jpg,embeddings_train_data\topwear\positive\8a11f0a55783d816f416a8fdd22c9e53.jpg,embeddings_train_data\topwear\positive\dc73b1b55ff7896b186142881b3ac825.jpg
embeddings_train_data\topwear\anchor\67a4bf2dc2bc52a50d04c5ea7e0f5198.jpg,embeddings_train_data\topwear\positive\8d1d2b86e8eab259d6ae74d26d0b9929.jpg,embeddings_train_data\topwear\positive\4eca052851da7b7f0324c5b5e9073482.jpg
embeddings_train_data\topwear\anchor\67c99d90d7a80a7e850dc73a1c1b7da0.jpg,embeddings_train_data\topwear\positive\6a13a4374e75dc3fe43602bee2d08327.jpg,embeddings_train_data\topwear\positive\e7d70ce42ca57182c097ebd64f7ba91f.jpg
embeddings_train_data\topwear\anchor\6c77352ccf854f9a56f0d56e3deb44da.jpg,embeddings_train_data\topwear\positive\afdabed3ebcfaade4b70e053df6d227d.jpg,embeddings_train_data\topwear\positive\d22c01c6b619b43ee87c1ac8740b488e.jpg
embeddings_train_data\topwear\anchor\6cd624e6d9ef50d61f6f5161fb81bad3.jpg,embeddings_train_data\topwear\positive\aff7158a0d584a03f3248e7ec31098de.jpg,embeddings_train_data\topwear\positive\58d79885b50cfe8b13aceab35bd28065.jpg
embeddings_train_data\topwear\anchor\6fb43d37d6a13322cfc8b84a5cd887fe.jpg,embeddings_train_data\topwear\positive\43d9dc5e20bef236fe5fccbf0b5dee52.jpg,embeddings_train_data\topwear\positive\ee59c51c89d0cfe21a0d4f18d92a91ef.jpg
embeddings_train_data\topwear\anchor\7303247cfa267216bccddce55df8bb79.jpg,embeddings_train_data\topwear\positive\b62068a3d8541c2a171a32b9f58aa772.jpg,embeddings_train_data\topwear\positive\19ba533bd66dec6d7f0a86b236c3e3c2.jpg
embeddings_train_data\topwear\anchor\7303247cfa267216bccddce55df8bb79.jpg,embeddings_train_data\topwear\positive\d7ae34168f188d0e95f18e1bbd169c18.jpg,embeddings_train_data\topwear\positive\dd5916b9fbaf841cd23595f6e7bb72a3.jpg
embeddings_train_data\topwear\anchor\7303247cfa267216bccddce55df8bb79.jpg,embeddings_train_data\topwear\positive\d3582ebf2054811689667ff7cb1d7e60.jpg,embeddings_train_data\topwear\positive\ea950a05bd748d4e22dc0692434b1823.jpg
embeddings_train_data\topwear\anchor\7303247cfa267216bccddce55df8bb79.jpg,embeddings_train_data\topwear\positive\46b86e4ae5bb6a8d12d13fb6ac21dfb2.jpg,embeddings_train_data\topwear\positive\667374e5a3baee4f38aa15fc8dde3af5.jpg
embeddings_train_data\topwear\anchor\7303247cfa267216bccddce55df8bb79.jpg,embeddings_train_data\topwear\positive\8b04fcd317f22e85140d793e48d7d019.jpg,embeddings_train_data\topwear\positive\c09e18ae752ef806b7cee9bfcb1504df.jpg
embeddings_train_data\topwear\anchor\7303247cfa267216bccddce55df8bb79.jpg,embeddings_train_data\topwear\positive\fa88435352bbd3a02c6bcf0a53fdb582.jpg,embeddings_train_data\topwear\positive\69e1516ef2aaed17668afd34263e6d66.jpg
embeddings_train_data\topwear\anchor\7303247cfa267216bccddce55df8bb79.jpg,embeddings_train_data\topwear\positive\d207ce8ddeec4e7b2c33b8788b2c7eac.jpg,embeddings_train_data\topwear\positive\1e4bd31ad382711fd8ee9fe32e193ab5.jpg
embeddings_train_data\topwear\anchor\7303247cfa267216bccddce55df8bb79.jpg,embeddings_train_data\topwear\positive\450bc1f220bc70f7c29d18427d264777.jpg,embeddings_train_data\topwear\positive\e0cbe516999f98e95f576e2059a419ad.jpg
embeddings_train_data\topwear\anchor\7b97aa97dfba3e2afcfeefc81337bd49.jpg,embeddings_train_data\topwear\positive\b87659c1a5ae5d3388e9162fe7cf7526.jpg,embeddings_train_data\topwear\positive\c7f075ac2ae8ff70fdf6adc32b4734f6.jpg
embeddings_train_data\topwear\anchor\7e304077d9320fefea398cf0ee210d5a.jpg,embeddings_train_data\topwear\positive\592bdfcdeb529f4bcb70c3a1e185f8e7.jpg,embeddings_train_data\topwear\positive\b6b225aac3a7ef78fa74ec30de19d988.jpg
embeddings_train_data\topwear\anchor\824b46b3c9ec6824a86599f35403d15d.jpg,embeddings_train_data\topwear\positive\5d249eea6cce4fe0743aaf1d50efca6a.jpg,embeddings_train_data\topwear\positive\7020b365e5fb6cb1a8a86558c1614de2.jpg
embeddings_train_data\topwear\anchor\83baa2404e936a32f0bbba7ac4849030.jpg,embeddings_train_data\topwear\positive\f2913527e2d011f291f74d1e7de2c414.jpg,embeddings_train_data\topwear\positive\c0ac5b2593a78a70557dc887786e4057.jpg
embeddings_train_data\topwear\anchor\889cd0c2023602b6e100a91344b42aeb.jpg,embeddings_train_data\topwear\positive\286a66b7fd0c66b51c5dcfc9f7146ad2.jpg,embeddings_train_data\topwear\positive\6330c475de54f6ffb3194ce71d343d30.jpg
embeddings_train_data\topwear\anchor\89d5779ad98cfcc9426502794e22705a.jpg,embeddings_train_data\topwear\positive\0bb4027d0131c66b51eedfdb4535bebc.jpg,embeddings_train_data\topwear\positive\a94fa55058f3eac8b780e708a0e39c5a.jpg
embeddings_train_data\topwear\anchor\8dde3bb149a28ee9d8f9fff4756a6240.jpg,embeddings_train_data\topwear\positive\7de3be7266e037b52f989d2c32d2aa27.jpg,embeddings_train_data\topwear\positive\6b35dea3e67a71e3321fc754b3173a52.jpg
embeddings_train_data\topwear\anchor\8f7ab00a55e4b0d396b5d63e3c74f3c6.jpg,embeddings_train_data\topwear\positive\ad87eb429cce527fc0e56668a886982b.jpg,embeddings_train_data\topwear\positive\791952c061140afa9c237d2f1cd6903c.jpg
embeddings_train_data\topwear\anchor\8f7ab00a55e4b0d396b5d63e3c74f3c6.jpg,embeddings_train_data\topwear\positive\28875f3d294f403e10094bc92acc74d2.jpg,embeddings_train_data\topwear\positive\c0822b5a9c2830d28bd69f6979eb1f06.jpg
embeddings_train_data\topwear\anchor\9401d6202023919eda7178bf18dad30b.jpg,embeddings_train_data\topwear\positive\39c53a12baca42d1128ea85c7d1c017a.jpg,embeddings_train_data\topwear\positive\8b4934804ad673a0a55916887baa1cb5.jpg
embeddings_train_data\topwear\anchor\94793e86b2ce482215b3c2245bf02fee.jpg,embeddings_train_data\topwear\positive\edac10b8c63b523f3353c1d7df4409b1.jpg,embeddings_train_data\topwear\positive\07407c6fe98449e8b1d23e7528cd2ec7.jpg
embeddings_train_data\topwear\anchor\96cb3e191cc78fa8c7ba08b264a2ae23.jpg,embeddings_train_data\topwear\positive\d786be317f8364eaa4ae95e0b70c9dad.jpg,embeddings_train_data\topwear\positive\effd09c1f23f2c25987f1e9bdccd36d3.jpg
embeddings_train_data\topwear\anchor\973be9dae1626e2fec1d6230c5097d0e.jpg,embeddings_train_data\topwear\positive\a315178f575cd90789d9f70132798609.jpg,embeddings_train_data\topwear\positive\2cdc12658482e4b98d0f41cbc6324052.jpg
embeddings_train_data\topwear\anchor\9933ab9c261e50a9bec636c8040c32db.jpg,embeddings_train_data\topwear\positive\34703b3f3d2e6d4f278a005629d3d203.jpg,embeddings_train_data\topwear\positive\4a5fc87e659ad1fb067013453ecb7054.jpg
embeddings_train_data\topwear\anchor\9a774ada90ad39c2f8ef5c4ad316e6e5.jpg,embeddings_train_data\topwear\positive\63d135f0d99e1fbff946d5878358ae86.jpg,embeddings_train_data\topwear\positive\79aef172dfd77bf93014a04b0de4b729.jpg
